,id,month,pano_id,pt_lat,pt_lng,r_lat,r_lng,year
23,1040.0,,9RlquxuzdekexNV8X8WjWA,53.77867693,-2.703736916,53.7780605345,-2.70359701998,
24,1040.0,,sdnitLP4uwI8z_Qe5czF5Q,53.77867693,-2.703736916,53.77805039,-2.70375480989,
25,1040.0,,etv8Woo7oriTifqyInDrkg,53.77867693,-2.703736916,53.7794644553,-2.7040014397,
26,1040.0,,zEKa7Kg4j5yHOBQHWVVv_A,53.77867693,-2.703736916,53.7795493159,-2.70402114779,
27,1040.0,,VHjiLEk3rUz71J0hueTd0A,53.77867693,-2.703736916,53.7785147907,-2.70319620731,
28,1040.0,,x0hxLnDK_jiDhnMQ-PSmzg,53.77867693,-2.703736916,53.7780704252,-2.70344019421,
29,1040.0,,DGzI_wxoWNLd65z-hHLIsw,53.77867693,-2.703736916,53.7782093037,-2.70359134905,
30,1040.0,,pXiI4FKyqz69_cFIBiZXUQ,53.77867693,-2.703736916,53.7780756664,-2.70336173206,
31,1040.0,,BcrA1f853Q5-YXz6DZSJow,53.77867693,-2.703736916,53.7797935024,-2.70407960137,
32,1040.0,,nsZT1T0YDyDTEvWwl62cTw,53.77867693,-2.703736916,53.7797354245,-2.70400536679,
33,1040.0,,-wuj-9U9IxVifEB1W4VmSQ,53.77867693,-2.703736916,53.77904701,-2.70315563191,
34,1040.0,,Uvt-SJyuR07AutSZTDlo8g,53.77867693,-2.703736916,53.777854985,-2.70282115157,
35,1040.0,,8FoA8MTFO49LeFAeAxKFTg,53.77867693,-2.703736916,53.7790115947,-2.70323440827,
36,1040.0,,Io4yxEBqi6b_iqYqgV4A4g,53.77867693,-2.703736916,53.778779699,-2.7033068082,
37,1040.0,,lRnCtkx4cwM5_xdr_AKx0g,53.77867693,-2.703736916,53.7789281192,-2.70329236656,
38,1040.0,,wB1hBO3l7nmGIYN71NglRg,53.77867693,-2.703736916,53.7788861679,-2.70329694633,
39,1040.0,,zqIYxokWCEvQbGnRs0oYpQ,53.77867693,-2.703736916,53.7787562302,-2.70334183382,
40,1041.0,6,XNsAD1eyuGwMKGAD7Uw4ew,53.66592459,-2.632935887,53.666023879,-2.63250293794,2009
41,1041.0,9,l7iWtkt0WolupQVXP2HCUw,53.66592459,-2.632935887,53.6660278278,-2.63248199099,2009
42,1041.0,8,i9ScY051f_1fwGA0TofZSQ,53.66592459,-2.632935887,53.6660603356,-2.63251429463,2015
43,1041.0,7,fVh5OM5vRm3OLi15rLmsCg,53.66592459,-2.632935887,53.6660248591,-2.63251734704,2016
44,1041.0,,fVh5OM5vRm3OLi15rLmsCg,53.66592459,-2.632935887,53.6660248591,-2.63251734704,
45,1041.0,,oyLBFALDGy5v4pRQ0HWfvg,53.66592459,-2.632935887,53.6659386145,-2.63251735593,
46,1041.0,,H0Ub1Sx1SxgdMicX9WtL7w,53.66592459,-2.632935887,53.6661419259,-2.63251551496,
47,1041.0,,VooZ9F6wqhpT2M_XQaxlrg,53.66592459,-2.632935887,53.6662854947,-2.6324097839,
48,1041.0,,0ZPE6n-UB7s0vnDh-ie18Q,53.66592459,-2.632935887,53.6661941564,-2.63229739627,
49,1041.0,,HTWmd4oXAGENjsuUEtcWWA,53.66592459,-2.632935887,53.6662413465,-2.63229647123,
50,1041.0,,hqmNAevWrzJw7OqUVGbYxw,53.66592459,-2.632935887,53.666334225,-2.63229470686,
51,1041.0,,Y57jmWk21HNfd1rpA88ITQ,53.66592459,-2.632935887,53.6661277334,-2.63228794492,
52,1041.0,,mBSgLMW51tnm3EMCPG_WDQ,53.66592459,-2.632935887,53.6661243983,-2.63211632728,
53,1041.0,,c8NGXL51a6_Aq4XtnsRgTQ,53.66592459,-2.632935887,53.6664245845,-2.63229579926,
54,1041.0,,-zZDSNCWp6nE_nO-qWfX9Q,53.66592459,-2.632935887,53.6665157685,-2.63230449176,
55,1041.0,,Fs_8k6cIIqj35gFVBDee3w,53.66592459,-2.632935887,53.6665648053,-2.63231317835,
56,1041.0,,wlptxt7iF9rvyjStyVezcw,53.66592459,-2.632935887,53.6667627605,-2.63309185558,
57,1041.0,,BDvzg9cfX2bozLLgu7leYA,53.66592459,-2.632935887,53.6667960969,-2.63293292273,
58,1041.0,,nCBeo2wsy82xhIRqL3Rjsg,53.66592459,-2.632935887,53.666764085,-2.63347089084,
59,1041.0,,9VcnbULZGvedHk8SblF9qw,53.66592459,-2.632935887,53.6667529792,-2.63332448886,
60,1041.0,,zJa197wsZb-cw21aLaeNCg,53.66592459,-2.632935887,53.6668472998,-2.6327853079,
61,1041.0,,yiIvVTBmMeXZ02ESLElegQ,53.66592459,-2.632935887,53.6664813543,-2.63242337574,
62,1041.0,,bO21OGMGc0w7D_xPW943mA,53.66592459,-2.632935887,53.6666731,-2.63233958982,
63,1041.0,,jOu78hatTK1UNmvJLkmgNw,53.66592459,-2.632935887,53.6668631102,-2.63258573382,
64,1041.0,,46gzMOrLUlTklSu--gZQAw,53.66592459,-2.632935887,53.6669076377,-2.63255122413,
65,1041.0,,0Lz67uiGT2ksmgcbsK1PFw,53.66592459,-2.632935887,53.6669539027,-2.6325152534,
66,1041.0,,YBwqPslJw9ONhjurDCP-WQ,53.66592459,-2.632935887,53.6668180741,-2.63394699639,
67,1041.0,,fyFN1jP8MX_-QwjhoqaSeA,53.66592459,-2.632935887,53.6667993887,-2.63378604027,
68,1041.0,,n67fdmji7cyRXbzIyvSLeQ,53.66592459,-2.632935887,53.66678082,-2.63362486989,
69,1041.0,,U-UFt2vofMvRxzyUttj-DQ,53.66592459,-2.632935887,53.6670393062,-2.63245105888,
70,1041.0,,Uq-0qC2b-sOtJIiBBvGgzw,53.66592459,-2.632935887,53.667245671,-2.6322462821,
71,1041.0,,gPDHEi-_w7n3PgTlf-ca3g,53.66592459,-2.632935887,53.6668715207,-2.63441300444,
72,1041.0,,qIqgpvOaIjQe5RwLct_FzQ,53.66592459,-2.632935887,53.6671545514,-2.63224724459,
73,1041.0,,xuykXTKmPkTh1yLCxIuMiQ,53.66592459,-2.632935887,53.6674267495,-2.63224598587,
74,1041.0,,tVlIQ2ibyZiKRgAwEvVUCg,53.66592459,-2.632935887,53.6673364311,-2.63224730009,
75,1041.0,,0pH79gmoimhOmNyLsteh-A,53.66592459,-2.632935887,53.6668532304,-2.63425567799,
76,1041.0,,bSz3pFgm5feOZtWYZW-PNQ,53.66592459,-2.632935887,53.667174452,-2.63239619672,
77,1041.0,,5d0T7wbGQfJ6WRrDToGrEw,53.66592459,-2.632935887,53.6652014867,-2.63240206156,
78,1041.0,,XVNSNeIoaZYWtR3MmfudIQ,53.66592459,-2.632935887,53.6668355937,-2.63410096018,
79,1041.0,,QuVk_EHgjQ9__9CSW_VFKA,53.66592459,-2.632935887,53.6675172131,-2.63224173607,
80,1041.0,,PtVSRKPfR4lP1kgC40kH8Q,53.66592459,-2.632935887,53.6652477022,-2.63240750898,
81,1041.0,,isZIT9e1tzhhHRcVMTMSHg,53.66592459,-2.632935887,53.6675354233,-2.63238614541,
82,1041.0,,bpiB1pMOx5rER35QwhNNsg,53.66592459,-2.632935887,53.6677704533,-2.63233265334,
83,1041.0,,e105oEvWb8EtOvIfproGaQ,53.66592459,-2.632935887,53.6678575221,-2.63230835298,
84,1041.0,,1CyvXS5qptuX3I2VqNWLFQ,53.66592459,-2.632935887,53.6677903864,-2.63219055695,
85,1041.0,,sNrvBHnx8ywlqIZMVFa94Q,53.66592459,-2.632935887,53.6681669247,-2.63220472685,
86,1041.0,,-YuIfwcX9OIj9O6uALOxKQ,53.66592459,-2.632935887,53.6682215949,-2.63218926111,
87,1041.0,,Sqr0mcED65mivFZM7q83ZA,53.66592459,-2.632935887,53.6678786489,-2.63215288997,
88,1041.0,,BedFzrBfq2iEcwqNrYPOkg,53.66592459,-2.632935887,53.6650050383,-2.63043437882,
89,1041.0,,zy-jQ_ADAQdlaDAn-3rq5Q,53.66592459,-2.632935887,53.6651901804,-2.63064865471,
90,1041.0,,3AxMTVHe5kj2KuVj8kqCrQ,53.66592459,-2.632935887,53.6652496026,-2.63079230051,
91,1041.0,,O3_lBFfVguDSf3y_TLICyw,53.66592459,-2.632935887,53.665296908,-2.63092861043,
92,1041.0,,CQZx7SmTAH5ePAAF6ZtL3A,53.66592459,-2.632935887,53.6650724266,-2.63042919046,
93,1041.0,,Fnl9VrNBKGYr5PJYho6fAQ,53.66592459,-2.632935887,53.6650522073,-2.63041916963,
94,1041.0,,UqAyapdPK5nhhAd8Pxz-0A,53.66592459,-2.632935887,53.6666850067,-2.63329605457,
95,1041.0,,zg_h-puXtZYdQ5RVswRcxA,53.66592459,-2.632935887,53.6666660065,-2.63311742638,
96,1041.0,,QlkNMMEbcgEksdaVAeN39w,53.66592459,-2.632935887,53.6666477711,-2.63292944899,
97,1041.0,,HHjo17gH_ND-GMe_MGSoEA,53.66592459,-2.632935887,53.6666296079,-2.63274127277,
98,1041.0,,mEQlrm3MW83Cmchdf0M0Bg,53.66592459,-2.632935887,53.6668169307,-2.63261646697,
99,1041.0,,dQ-ImgaXziN58TLxGo8cFw,53.66592459,-2.632935887,53.665719474,-2.6324967021,
100,1041.0,,6qXTV94NUf3p6ivQ9maG3w,53.66592459,-2.632935887,53.6663889383,-2.63240844249,
101,1041.0,,8BnmBUvDBCk6utFrvaSzRw,53.66592459,-2.632935887,53.6656273473,-2.632476682,
102,1041.0,,CRgjy2TvluE5b-0_d4_Raw,53.66592459,-2.632935887,53.667973964,-2.63227392475,
103,1041.0,,79ejsR3XABTHc3PQkyRqcg,53.66592459,-2.632935887,53.6680775445,-2.63223809756,
104,1041.0,,Gr2ScU8xdlvW6eCo6SswGg,53.66592459,-2.632935887,53.6672685349,-2.63239363734,
105,1041.0,,m0z8e2w3l8hXD5uehK4-Fg,53.66592459,-2.632935887,53.6669296298,-2.63225916771,
106,1041.0,,uVpQ8jX4hPclRBwOme7Euw,53.66592459,-2.632935887,53.6650217981,-2.63238674766,
107,1041.0,,5_ZVR9rsCCTMXPnfvDOFNA,53.66592459,-2.632935887,53.6653415058,-2.63242053749,
108,1041.0,,xpMwQFDAWI0vpQ_RcsCylg,53.66592459,-2.632935887,53.6665995937,-2.63250496238,
109,1041.0,,G-aQuhv6EeGLbZMZ-xxODw,53.66592459,-2.632935887,53.6667012105,-2.63227249738,
110,1041.0,,vGtdjwbfsf1I0bXrJY9j-w,53.66592459,-2.632935887,53.6651114529,-2.63239284427,
111,1041.0,,xt7c9RYNxj5o7UxEBZbyLQ,53.66592459,-2.632935887,53.6654796139,-2.63244372019,
112,1041.0,,FQmDEpHZc8T7FsbS2nID5Q,53.66592459,-2.632935887,53.6658086894,-2.63250972869,
113,1041.0,,v6x3wr0KMz6Omtd2AZc_cQ,53.66592459,-2.632935887,53.6658505757,-2.63251321403,
114,1041.0,,H7240TzKAVD5_Cg8LbYBXQ,53.66592459,-2.632935887,53.6660295297,-2.631944966,
115,1041.0,,PbWlmz2ychg1P9qQnUlEng,53.66592459,-2.632935887,53.6657409194,-2.63229356198,
116,1041.0,,u_ZAtWaozVcKA-6PQinajg,53.66592459,-2.632935887,53.6656520756,-2.63228462154,
117,1041.0,,lMJeZKRE5KjQCDIC2c8twA,53.66592459,-2.632935887,53.665562626,-2.6322698307,
118,1041.0,,S7jdKd2Y2EpJdfPdiIFYaQ,53.66592459,-2.632935887,53.6655283222,-2.63245392576,
119,1041.0,,7Lfbeoz3S-62AxDNqnlXVw,53.66592459,-2.632935887,53.6668213817,-2.63078055043,
120,1041.0,,h79OOzampYtSmOTsuNN4EA,53.66592459,-2.632935887,53.6658311109,-2.63229828736,
121,1041.0,,xZ3vaK0Qab-wJVKNuwHsFw,53.66592459,-2.632935887,53.6661626564,-2.63240903981,
122,1041.0,,9Aj_z32PSvDe9P_AU0juXw,53.66592459,-2.632935887,53.6659211678,-2.6323003475,
123,1041.0,,k9grDIGOfbfLpJfhAJoGSw,53.66592459,-2.632935887,53.6660103955,-2.63230079684,
124,1041.0,,PuN4TnrxUYbm3q52C3nRLg,53.66592459,-2.632935887,53.6661300331,-2.63235781257,
125,1041.0,,ajq9Q42H95n2OS0ChTcVEw,53.66592459,-2.632935887,53.6661001919,-2.63229969628,
126,1042.0,3,WPoaZVbezyGUdRfFm0DXZQ,53.70567766,-2.795330595,53.705623044,-2.79526902841,2009
127,1042.0,,WPoaZVbezyGUdRfFm0DXZQ,53.70567766,-2.795330595,53.705623044,-2.79526902841,
128,1042.0,,GvUPaHLWcK6hlbzMTlXhNg,53.70567766,-2.795330595,53.705722996,-2.79525238287,
129,1042.0,,G7gWsBV40vUj82OHi8x6WA,53.70567766,-2.795330595,53.7055485337,-2.79527112916,
130,1042.0,,n0gmwYJdpQtgg4eALTxvvA,53.70567766,-2.795330595,53.7054627582,-2.79527901472,
131,1042.0,,RjRI1cO3ofN-JhYIVgFgKQ,53.70567766,-2.795330595,53.7058030009,-2.79515795614,
132,1042.0,,g90YLLKqjY-p3ECoxagnbA,53.70567766,-2.795330595,53.7057911851,-2.7950256367,
133,1042.0,,H36ObB0k1XwxKHRhBiASsA,53.70567766,-2.795330595,53.7058832388,-2.795260535,
134,1042.0,,PTpBEfP2rU9L2iVTykKAgQ,53.70567766,-2.795330595,53.7057908458,-2.79489125907,
135,1042.0,,RxAMuOdQy1RA20aq_nJPPQ,53.70567766,-2.795330595,53.705973789,-2.79526648295,
136,1042.0,,LuJ7Z55Oc20OQks4RrJSuw,53.70567766,-2.795330595,53.7061552913,-2.79527401188,
137,1042.0,,hDmmwfkuJVIRjwvZMYskHw,53.70567766,-2.795330595,53.7060593445,-2.79526847167,
138,1042.0,,PG8GD94XKB5QJskFp_JoTQ,53.70567766,-2.795330595,53.705404551,-2.79529551075,
139,1042.0,,XpXIS8RGvEtJmZ9TZxSSaQ,53.70567766,-2.795330595,53.7054122596,-2.79432967021,
140,1042.0,,-kwwN0QyrjZ9tCs__NHlSA,53.70567766,-2.795330595,53.7053002465,-2.79538508904,
141,1042.0,,oZs9sU-GaRoaLue_YTwflQ,53.70567766,-2.795330595,53.7062500024,-2.79527953749,
142,1042.0,,vSPa0fe5bDEQKvDfa-dTIg,53.70567766,-2.795330595,53.7055143753,-2.79433916871,
143,1042.0,,W_KL6sU5ky8iEil9KmvT7Q,53.70567766,-2.795330595,53.7052290892,-2.79547147068,
144,1042.0,,TI90ynU6qqk91vSBvfRCrA,53.70567766,-2.795330595,53.7051764434,-2.79595586836,
145,1042.0,,eItN_g-26nG_oAKoUUWGfA,53.70567766,-2.795330595,53.7064234292,-2.79470880147,
146,1042.0,,BHf7iQLoWpZ0wdDPnCIyzQ,53.70567766,-2.795330595,53.7051657752,-2.79554554399,
147,1042.0,,AO0mzUejjHAMHS0-dsVz6g,53.70567766,-2.795330595,53.7048243107,-2.7957824303,
148,1042.0,,yfaTcWaa-Y5Ou0a_frv2QQ,53.70567766,-2.795330595,53.7049031403,-2.79576130204,
149,1042.0,,a_F3riozaUVjMev_Q47jyA,53.70567766,-2.795330595,53.7050144234,-2.79572661283,
150,1042.0,,drFIJTF22cbJE_aGF3As8w,53.70567766,-2.795330595,53.7051147072,-2.79565326617,
151,1042.0,,lRnci41IxqiyY1QWAynakA,53.70567766,-2.795330595,53.7063491311,-2.79527897024,
152,1042.0,,C6U6mJgPOGwWW23qxHet9Q,53.70567766,-2.795330595,53.7064538576,-2.7952533072,
153,1042.0,,mn5ALVOOJacnowXzxWx9NA,53.70567766,-2.795330595,53.7065633094,-2.7951710555,
154,1042.0,,nDUOT-fmXUAx8beffROPkA,53.70567766,-2.795330595,53.7045802942,-2.79589694261,
155,1042.0,,NNzZViPq8JeWyR8kO0aGBg,53.70567766,-2.795330595,53.7044649922,-2.79601027655,
156,1042.0,,LfiASrvsFuywjZ3yPCb8MQ,53.70567766,-2.795330595,53.7043893039,-2.79609668893,
157,1042.0,,BG-bTAPrXrVvpbUBq-Kr5g,53.70567766,-2.795330595,53.7043133242,-2.79618527695,
158,1042.0,,L-X6r4pPAkYacyCMJWjOFw,53.70567766,-2.795330595,53.7042027356,-2.79633895368,
159,1042.0,,UDZwycQN1ggSDGNktUKMWw,53.70567766,-2.795330595,53.7046603225,-2.79584122693,
160,1042.0,,wpDI49iYJ1HYjyIx9CtlMA,53.70567766,-2.795330595,53.7047430461,-2.7958067563,
161,1042.0,,el5uHJMxyPOlxKQX3tSNmw,53.70567766,-2.795330595,53.7051940237,-2.79611792733,
162,1042.0,,mJOvWgiBxQ-7_OFslQW_jA,53.70567766,-2.795330595,53.7052085774,-2.79627527709,
163,1042.0,,bkS3PXey7Igag8VyVpeSfg,53.70567766,-2.795330595,53.7052476868,-2.79655705609,
164,1042.0,,yzkTlMicue4kFDwEUoefww,53.70567766,-2.795330595,53.7052429381,-2.79704352436,
165,1042.0,,LfEOajpbcIfepuqBVeFTew,53.70567766,-2.795330595,53.7052739274,-2.79667007005,
166,1042.0,,noA5ZNYWPYLrPrzSJrd4GQ,53.70567766,-2.795330595,53.7053095244,-2.79679071771,
167,1042.0,,q9NQdUUSZsQdl92KX0C4JA,53.70567766,-2.795330595,53.7052254131,-2.79642323626,
168,1042.0,,S8Lb4dWX1vkxs_c5ynmk9g,53.70567766,-2.795330595,53.7051635095,-2.79712111655,
169,1042.0,,4fyq5b9-UJOw50ouPfjJmA,53.70567766,-2.795330595,53.7050711648,-2.79715139366,
170,1042.0,,8tu34mvhVBb1tiUGzMl-Lg,53.70567766,-2.795330595,53.7053252988,-2.79690501057,
171,1042.0,,C6C0eLrU5Jole05O1BxaDw,53.70567766,-2.795330595,53.7063009222,-2.7943763629,
172,1042.0,,ds9e8xNlwSCAeuxJcdWmtA,53.70567766,-2.795330595,53.7053165442,-2.79693489923,
173,1042.0,,KtdXUdkw0QwaX2vnokDmsA,53.70567766,-2.795330595,53.705892713,-2.79728970745,
174,1042.0,,jM56pLJViA8iDwzyMvIKFg,53.70567766,-2.795330595,53.7061613336,-2.79436154414,
175,1042.0,,T6-oKVvZspKhl1qlgLUnhA,53.70567766,-2.795330595,53.7060783682,-2.79435927979,
176,1042.0,,g5T5czmjFbYutSRtbxrYSg,53.70567766,-2.795330595,53.7051927404,-2.7943739402,
177,1042.0,,-8v0K6udz22juuNhs_9fHA,53.70567766,-2.795330595,53.7045415977,-2.79593168708,
178,1042.0,,4KGX50T4aY028Z_naiJyow,53.70567766,-2.795330595,53.7059966241,-2.79435824867,
179,1042.0,,oY5d-BGTZXGMTp7asoouAw,53.70567766,-2.795330595,53.7050281482,-2.79722079995,
180,1042.0,,zvgYU-u9lrgh8D-V7xjrsA,53.70567766,-2.795330595,53.7057963584,-2.79458530183,
181,1042.0,,GFeHNKSDkQoiw9YkZkprpQ,53.70567766,-2.795330595,53.7051453947,-2.79581242635,
182,1042.0,,JjyCXXsmG8V-7FtFzIGrGg,53.70567766,-2.795330595,53.7059616198,-2.79717836037,
183,1042.0,,xyUb5blDIP0bcVP9jd1tqA,53.70567766,-2.795330595,53.705792848,-2.79473804428,
184,1042.0,,4hdoGYbMMJ2NPzoeqg7IFQ,53.70567766,-2.795330595,53.7051158504,-2.79565879659,
185,1042.0,,8grmDVbJ6LL9rwm8QCAWnw,53.70567766,-2.795330595,53.7051181173,-2.79569318272,
186,1042.0,,rJK5n_CIbIFfVrbbCDioSw,53.70567766,-2.795330595,53.7058170492,-2.79519753771,
187,1043.0,5,sZ-S3TqZLWyq7Prb864n2A,53.78532498,-2.711891451,53.7853223546,-2.71186782648,2009
188,1043.0,9,BhAJZGeccniT6BoQV3gscw,53.78532498,-2.711891451,53.7853465017,-2.71195920757,2012
189,1043.0,8,mIsY5PQY6ykv4JRvKv6rCA,53.78532498,-2.711891451,53.7853143383,-2.71193336368,2015
190,1043.0,7,HEKYVsJ81OPQigZ6KFjSHg,53.78532498,-2.711891451,53.785314405,-2.71193774161,2016
191,1043.0,,HEKYVsJ81OPQigZ6KFjSHg,53.78532498,-2.711891451,53.785314405,-2.71193774161,
192,1043.0,,Zw57GCUM0gUQ7kvoKoU78Q,53.78532498,-2.711891451,53.7854088752,-2.71196245748,
193,1043.0,,kyUPZuASEJyt9VYh1VudFQ,53.78532498,-2.711891451,53.7852204993,-2.71191272683,
194,1043.0,,N8xSG642Q0MtNPmtJbwitg,53.78532498,-2.711891451,53.7855006548,-2.71198666343,
195,1043.0,,KzsCjzANyA_lr8W_F5K8iQ,53.78532498,-2.711891451,53.7855879337,-2.7120109576,
196,1043.0,,mwBc-5dKGfoCr1EzjvcbXw,53.78532498,-2.711891451,53.7851281249,-2.71188739203,
197,1043.0,,nEAJV7VoTuoSHfKvY9g67g,53.78532498,-2.711891451,53.7856748871,-2.71203611712,
198,1043.0,,LrzI3msw9L11UplHfScI9g,53.78532498,-2.711891451,53.7857193916,-2.71204963043,
199,1043.0,,_WlcWrrHDwUrVMUldKsC9A,53.78532498,-2.711891451,53.7850376308,-2.71186222375,
200,1043.0,,8PqeYo79AYBx6dx7pagzoQ,53.78532498,-2.711891451,53.7857631431,-2.71206368005,
201,1043.0,,LuJWKjjVD1Q6966_4VTZig,53.78532498,-2.711891451,53.7857814714,-2.71190742229,
202,1043.0,,axIez4_Sn-uOeWBRLD7v1w,53.78532498,-2.711891451,53.7849001575,-2.71182382649,
203,1043.0,,v_b6zwXGdHzjzvsbCgLGPQ,53.78532498,-2.711891451,53.7849462215,-2.71183669039,
204,1043.0,,y7C2n7ZTs2fGBPXo4odwig,53.78532498,-2.711891451,53.7858532486,-2.71209007123,
205,1043.0,,orGKjjwLa2CP1weOdX4O5Q,53.78532498,-2.711891451,53.7858443772,-2.71177252386,
206,1043.0,,S_SBa7xAq4ngyzySBT-e7A,53.78532498,-2.711891451,53.7859479526,-2.71211268046,
207,1043.0,,niRlOsHcZZ6BoioS48h8fA,53.78532498,-2.711891451,53.786039431,-2.71213388036,
208,1043.0,,AwsrLD1d1I6nHTM_5uUq0Q,53.78532498,-2.711891451,53.7858890942,-2.71165828425,
209,1043.0,,O7X_IHLs_T-D8V-WhmPU-w,53.78532498,-2.711891451,53.7846709608,-2.7117617513,
210,1043.0,,ll4uCd4m_NxYS14lX6NRTw,53.78532498,-2.711891451,53.7847623956,-2.71178599923,
211,1043.0,,5rpf4wkBG_OKIUnrWcfMKg,53.78532498,-2.711891451,53.78392949,-2.71155923183,
212,1043.0,,vt3MS1RJmuY5DT-GZ_pGRA,53.78532498,-2.711891451,53.7840192036,-2.71158432844,
213,1043.0,,P6jQ_PoXeIv_QFkTr7IyYQ,53.78532498,-2.711891451,53.7845772958,-2.71173751653,
214,1043.0,,Xu9BAbjlX6CK4Ch7RPRBnQ,53.78532498,-2.711891451,53.7840106309,-2.71191713235,
215,1043.0,,Zmj0q7f0leUC4iSMrnHEZg,53.78532498,-2.711891451,53.7860624281,-2.71108889262,
216,1043.0,,D2hlzS0jxVmR1ru3DrdYbg,53.78532498,-2.711891451,53.7860147512,-2.71123480642,
217,1043.0,,rw6-wcMqzKftH-Hafbz9rw,53.78532498,-2.711891451,53.7844835331,-2.71171350376,
218,1043.0,,C-L0FsWK13ZCN0RgT53JWA,53.78532498,-2.711891451,53.7842995137,-2.7116637505,
219,1043.0,,0iWmLqYVrx-Ty1IGQl5Deg,53.78532498,-2.711891451,53.78681935,-2.71233614831,
220,1043.0,,Iz9nCN543lpTmCD7a8kpQw,53.78532498,-2.711891451,53.78437181,-2.71157041421,
221,1043.0,,BInesJD8wi-2KRkaQTbdWQ,53.78532498,-2.711891451,53.7842719404,-2.71154327341,
222,1043.0,,dAuexlxUDKW6PFfIh-Dt2w,53.78532498,-2.711891451,53.7841258668,-2.71150098997,
223,1043.0,,P_rNteRy1wMe6DC2nT8oEw,53.78532498,-2.711891451,53.7837069878,-2.71149942424,
224,1043.0,,fN2d6STCcw5lGqM6N3nC0g,53.78532498,-2.711891451,53.7838845817,-2.71143234436,
225,1043.0,,IBYA_9_E8ayVZ7sf7yJu1Q,53.78532498,-2.711891451,53.7839796255,-2.71145866986,
226,1043.0,,KbbQr0fwL9-3YcPm-LOIDg,53.78532498,-2.711891451,53.7837551976,-2.71140088259,
227,1043.0,,b06Q0N1vLPSlfbM0Is96Kg,53.78532498,-2.711891451,53.7838417355,-2.71153520174,
228,1043.0,,n89nHcSdK75Of-aFM8dVoQ,53.78532498,-2.711891451,53.7844708188,-2.71159467568,
229,1043.0,,ztaCRou_SAj7SDmfGyloRQ,53.78532498,-2.711891451,53.7867566998,-2.71222951875,
230,1043.0,,ucixSveSkRWiFUiwpny4Ug,53.78532498,-2.711891451,53.7862254701,-2.71230578713,
231,1043.0,,NZvw6UJusHOZfZ4rPfjF5A,53.78532498,-2.711891451,53.7862784621,-2.71209358767,
232,1043.0,,pT9wGs5ge4Bu1e33pR1b-Q,53.78532498,-2.711891451,53.7863361416,-2.71199046144,
233,1043.0,,N0yVOyXKu1z7YegtO8VKGg,53.78532498,-2.711891451,53.7837599726,-2.71077759291,
